measure_name,datum,county_id,state_id,state_name,first_year,last_year,footnotes,sources
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",340,1099,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",3400,1101,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",1670,1103,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",200,1105,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",270,1107,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",790,1109,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",370,1111,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",810,1113,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",1160,1115,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",3370,1117,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",270,1119,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",1250,1121,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",550,1123,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",4210,1125,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",880,1127,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",250,1129,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",200,1131,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",340,1133,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women who likely need public support for contraceptive services and supplies, younger than 20",74210,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>",
"No. of women with potential demand for contraceptive services and supplies, aged 18-19",480,1001,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 18-19",1560,1003,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 18-19",180,1005,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 18-19",150,1007,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 18-19",450,1009,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 18-19",70,1011,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 18-19",160,1013,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 18-19",970,1015,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
"No. of women with potential demand for contraceptive services and supplies, aged 18-19",240,1017,AL,Alabama,2016,n/a,,"Publicly Supported Family Planning Services in the United States: Likely Need, Availability and Impact <https://www.guttmacher.org/report/publicly-supported-FP-services-us-2016>"
